ID,Gold,Silver,Bronze,nan
80362,0,0,1,0
56757,0,0,0,1
2490,0,0,0,1
44243,0,0,0,1
109834,0,0,0,1
64353,0,0,0,1
2081,0,0,0,1
42998,0,0,0,1
91422,0,0,0,1
115974,0,0,0,1
88782,0,0,0,1
117094,0,0,0,1
131135,0,0,0,1
82085,0,0,1,0
64197,0,0,0,1
34996,0,0,0,1
61356,0,1,0,0
98540,0,0,0,1
2569,0,0,0,1
112534,0,0,0,1
48073,0,0,0,1
101881,0,0,0,1
62624,0,0,0,1
117195,0,0,0,1
106884,0,0,0,1
106156,0,0,0,1
118593,0,0,0,1
67499,0,0,0,1
8891,0,0,0,1
44995,0,0,0,1
102121,0,0,0,1
101160,0,0,0,1
39070,0,0,0,1
17321,0,0,0,1
23403,0,0,0,1
23142,0,0,0,1
49131,0,0,0,1
135269,1,0,0,0
19394,0,0,0,1
30313,0,1,0,0
103528,0,0,0,1
10884,0,0,0,1
75990,0,0,0,1
937,0,0,0,1
23893,0,0,0,1
95197,0,0,0,1
33776,0,0,0,1
34727,0,0,0,1
110377,0,0,0,1
70621,0,0,0,1
15713,0,0,0,1
99838,0,1,0,0
7053,0,0,0,1
84972,0,0,0,1
72129,0,0,0,1
34649,0,0,0,1
113912,1,0,0,0
82006,0,0,0,1
49277,0,0,0,1
82618,0,0,0,1
103739,0,0,0,1
21174,1,0,0,0
128587,0,0,0,1
10307,0,0,0,1
93654,0,0,0,1
58176,0,0,1,0
31113,0,0,0,1
14773,0,0,0,1
116538,0,0,0,1
75657,0,0,0,1
13353,0,0,1,0
116907,0,0,0,1
109197,0,0,0,1
71681,0,0,0,1
66358,0,0,0,1
130407,0,0,0,1
114585,0,1,0,0
66342,0,0,0,1
110935,0,0,0,1
131435,0,0,0,1
84785,0,0,0,1
11438,0,0,0,1
135041,0,0,0,1
105237,0,0,0,1
28220,0,0,0,1
110501,0,0,0,1
34991,0,0,0,1
99001,0,0,0,1
114958,0,0,0,1
117883,0,0,0,1
31266,0,0,0,1
121054,0,0,0,1
131540,0,0,0,1
36568,0,0,0,1
110309,0,0,0,1
5706,0,0,0,1
59519,0,0,1,0
135333,0,0,0,1
101372,0,0,0,1
62854,0,0,0,1
65016,0,0,0,1
80554,0,0,0,1
132643,0,0,0,1
124623,0,0,0,1
2582,0,0,0,1
58668,0,0,0,1
36376,0,0,0,1
74336,0,0,0,1
39950,0,0,0,1
67343,0,0,0,1
53828,0,0,0,1
60705,0,0,0,1
69721,0,0,0,1
115988,0,0,0,1
71308,0,0,0,1
66874,0,0,0,1
73702,0,0,0,1
128602,0,0,0,1
25003,0,0,0,1
123186,0,0,0,1
734,0,0,0,1
130175,0,0,0,1
9412,0,1,0,0
9596,0,0,0,1
37040,0,0,0,1
110192,0,0,0,1
102337,0,0,0,1
132657,0,0,0,1
36056,0,0,0,1
2076,0,0,0,1
20966,0,0,0,1
25157,0,1,0,0
78044,0,0,0,1
46085,0,0,0,1
7219,1,0,0,0
99780,0,1,0,0
20016,0,0,0,1
110249,1,0,0,0
87559,0,0,0,1
112070,0,0,0,1
44400,0,0,0,1
7340,0,0,0,1
789,0,0,0,1
58875,0,1,0,0
114947,0,0,1,0
64485,0,0,0,1
16622,0,0,0,1
97480,0,0,0,1
42437,0,0,0,1
125147,0,0,0,1
117843,0,0,1,0
103631,0,0,0,1
126554,0,0,0,1
17249,0,0,0,1
124617,0,0,0,1
71552,0,0,0,1
81731,0,0,0,1
108522,0,0,0,1
75668,0,0,1,0
88887,0,0,0,1
85962,0,0,0,1
134729,0,0,0,1
57961,0,0,0,1
28485,0,0,0,1
9712,0,0,0,1
124235,0,0,0,1
71834,0,0,0,1
23043,0,1,0,0
38464,0,0,0,1
134573,0,0,0,1
130781,0,0,0,1
133665,0,0,1,0
14726,0,0,0,1
1003,0,0,0,1
48147,0,0,0,1
42541,0,0,0,1
76939,0,0,0,1
55781,0,0,0,1
103312,0,0,0,1
107233,0,0,1,0
77452,0,0,0,1
85277,0,0,0,1
111145,0,0,0,1
65602,0,0,0,1
873,0,0,0,1
16762,0,0,0,1
81099,0,0,0,1
99151,0,0,0,1
108423,0,0,1,0
135207,0,0,0,1
21684,0,0,0,1
40059,0,0,0,1
134731,0,0,0,1
11660,0,0,0,1
96214,0,0,0,1
8838,0,0,0,1
88185,0,1,0,0
79092,0,0,0,1
39621,0,0,0,1
13376,0,0,0,1
26549,0,0,0,1
103996,0,0,0,1
47349,0,0,0,1
131770,0,0,0,1
118360,0,0,0,1
28327,1,0,0,0
91289,0,0,0,1
18712,0,0,0,1
101711,0,0,0,1
14381,0,0,1,0
134062,0,0,0,1
12747,0,0,0,1
37957,0,0,0,1
83459,0,0,0,1
102672,0,0,0,1
114288,0,0,1,0
14835,0,0,0,1
77304,0,0,0,1
51438,0,0,1,0
81629,0,0,0,1
37083,0,0,0,1
85359,0,0,0,1
15695,0,0,0,1
118464,0,0,0,1
96128,0,0,0,1
25735,0,0,0,1
21054,0,0,0,1
37368,0,0,1,0
92904,0,0,0,1
52179,0,0,1,0
65403,0,0,0,1
52879,0,0,0,1
79267,0,0,0,1
95245,0,0,0,1
115683,0,0,0,1
74012,0,0,0,1
28146,0,0,0,1
122186,0,0,0,1
17947,0,0,0,1
81500,0,0,0,1
112129,0,0,0,1
74078,0,0,0,1
45724,0,0,0,1
3132,0,0,0,1
11275,1,0,0,0
120707,0,0,0,1
61750,0,0,0,1
20112,0,0,0,1
20878,0,0,0,1
95274,0,0,0,1
108945,0,0,0,1
44399,0,0,1,0
78452,0,0,0,1
52932,0,0,0,1
77710,0,0,1,0
109800,0,0,0,1
25122,0,0,0,1
43780,0,0,0,1
16221,0,0,0,1
23981,0,0,0,1
56874,0,0,0,1
123290,0,0,0,1
80690,0,0,0,1
33558,0,0,0,1
14830,0,0,0,1
115804,0,0,1,0
1866,0,0,0,1
42418,0,0,0,1
83622,0,0,0,1
97539,0,0,0,1
74448,0,0,0,1
124031,0,1,0,0
100291,0,0,0,1
117511,0,0,0,1
123398,0,0,0,1
90784,0,1,0,0
62291,0,0,0,1
84309,0,0,0,1
71753,0,0,0,1
27583,0,0,0,1
91745,0,0,0,1
48706,0,0,0,1
94063,0,0,0,1
74826,0,0,0,1
3422,0,0,0,1
55963,0,0,0,1
121771,0,0,0,1
27574,1,0,0,0
31264,0,0,0,1
51819,1,0,0,0
87257,0,0,0,1
65784,0,0,0,1
91010,0,0,0,1
10081,0,0,0,1
19626,0,0,0,1
11044,0,0,0,1
27217,0,0,0,1
100836,0,0,0,1
76600,0,1,0,0
133086,0,0,0,1
25830,0,0,0,1
95336,0,0,0,1
55630,0,0,0,1
69832,0,0,0,1
97699,0,0,0,1
68471,0,0,0,1
121451,0,0,0,1
74678,0,0,0,1
118826,0,0,0,1
95068,0,0,0,1
19029,0,0,0,1
15951,0,0,0,1
18664,0,0,0,1
63559,0,0,0,1
68856,0,0,0,1
29570,0,0,0,1
56621,0,0,0,1
80127,0,0,0,1
66124,0,0,0,1
126964,0,0,0,1
34923,0,0,0,1
131496,0,0,0,1
9912,0,0,0,1
3691,0,0,1,0
77536,1,0,0,0
91756,0,0,0,1
27160,0,0,0,1
96540,0,0,0,1
58206,0,0,0,1
57040,0,0,0,1
77414,0,0,0,1
60766,0,0,0,1
22998,0,0,0,1
49357,0,0,0,1
121224,0,0,0,1
74532,0,0,0,1
96525,0,0,0,1
2633,0,0,0,1
55317,0,1,0,0
46552,0,0,0,1
28903,0,0,0,1
15942,0,0,0,1
69332,0,0,0,1
128648,0,0,0,1
27200,0,0,0,1
8633,0,0,0,1
58717,0,0,0,1
12362,0,0,0,1
59345,0,1,0,0
36622,0,0,1,0
88090,0,0,0,1
61395,0,0,0,1
130995,0,0,0,1
67320,0,0,0,1
24673,0,0,0,1
69882,0,0,0,1
127966,0,0,0,1
927,0,0,0,1
103611,0,0,0,1
75619,0,0,0,1
10687,0,0,0,1
37935,1,0,0,0
85267,0,0,0,1
107890,0,0,0,1
55000,0,0,0,1
95906,1,0,0,0
116767,0,0,0,1
33611,0,0,0,1
47779,0,0,0,1
20979,0,0,0,1
29321,0,0,1,0
35842,0,0,0,1
88874,0,0,0,1
18277,0,0,0,1
129387,0,0,0,1
75106,0,0,0,1
45935,0,0,0,1
73961,0,0,0,1
25405,0,0,0,1
112081,0,0,1,0
6426,0,0,0,1
21798,0,0,0,1
32527,0,0,0,1
25098,1,0,0,0
23024,0,0,0,1
21462,0,0,0,1
55471,0,1,0,0
106767,0,0,0,1
127176,0,0,1,0
13082,0,0,0,1
113052,0,0,0,1
31982,0,0,0,1
10307,0,0,0,1
58872,0,0,0,1
115112,0,0,1,0
98625,0,0,0,1
99110,0,0,0,1
57767,0,0,0,1
31608,0,0,0,1
103743,0,0,0,1
132657,0,0,1,0
52946,0,0,0,1
22260,0,0,0,1
47339,0,0,0,1
79115,0,0,0,1
48896,0,0,0,1
443,1,0,0,0
15190,0,0,0,1
92871,0,0,0,1
107893,0,0,0,1
130963,0,0,0,1
80531,0,0,0,1
113602,0,0,0,1
113901,0,0,0,1
36364,0,0,0,1
49133,0,0,0,1
91308,0,0,0,1
35383,0,0,0,1
69560,0,0,0,1
104160,0,0,0,1
75086,0,0,0,1
118498,0,0,0,1
69954,0,1,0,0
23420,0,0,0,1
43917,0,0,1,0
94381,0,0,0,1
65887,0,0,0,1
47630,0,0,1,0
56324,0,0,0,1
119339,0,0,0,1
133540,0,0,0,1
79633,0,0,1,0
107,1,0,0,0
78658,0,0,0,1
64065,0,0,0,1
98468,1,0,0,0
63186,0,0,0,1
37505,0,0,0,1
45090,0,0,0,1
101726,0,0,0,1
60860,0,0,0,1
61342,0,0,0,1
108255,0,0,0,1
99626,0,0,0,1
102216,0,0,0,1
5797,0,0,0,1
21237,0,0,0,1
78218,0,0,0,1
17526,0,0,0,1
71346,0,0,0,1
47287,0,0,0,1
98305,0,0,0,1
134278,0,1,0,0
970,0,0,0,1
70048,0,0,0,1
752,0,0,0,1
124988,0,0,0,1
47286,0,0,0,1
109392,0,0,0,1
75190,0,0,0,1
128995,0,0,0,1
398,0,0,0,1
99265,0,0,0,1
85673,1,0,0,0
72629,0,0,0,1
67757,0,0,0,1
105702,0,0,0,1
74782,0,0,1,0
71884,0,0,0,1
105430,0,0,0,1
70300,0,0,0,1
32142,0,0,0,1
126796,0,0,0,1
96694,0,0,0,1
66883,0,0,0,1
91448,0,0,0,1
118864,0,0,0,1
66004,0,0,0,1
50258,1,0,0,0
129959,1,0,0,0
10186,0,0,0,1
20935,0,0,0,1
41289,0,0,0,1
89629,0,0,0,1
43834,0,1,0,0
66282,0,0,0,1
104746,0,0,0,1
62544,0,0,1,0
80730,0,0,0,1
21454,0,0,0,1
64801,0,0,0,1
84420,0,0,1,0
64392,0,0,0,1
85797,0,0,0,1
125094,0,0,0,1
103493,0,0,0,1
119188,0,0,0,1
25983,0,0,0,1
56989,0,1,0,0
111516,0,0,0,1
79684,0,0,1,0
45268,0,0,0,1
67248,0,0,0,1
86389,0,0,0,1
90810,0,0,0,1
35880,0,0,0,1
132402,0,0,0,1
88462,0,0,0,1
123050,0,0,0,1
135382,0,0,0,1
56669,0,0,0,1
49965,0,1,0,0
97443,0,0,0,1
89275,0,0,0,1
120403,0,0,0,1
41397,0,0,0,1
60464,0,0,0,1
35962,0,0,0,1
120689,0,0,0,1
74949,0,0,0,1
119495,0,0,0,1
58995,0,0,0,1
113767,1,0,0,0
57405,0,0,0,1
1870,0,0,0,1
23842,0,0,0,1
18283,0,0,0,1
23613,0,0,0,1
93528,0,0,0,1
68860,0,0,0,1
126993,0,1,0,0
83593,0,0,0,1
110344,0,0,0,1
24106,0,0,0,1
98201,0,1,0,0
129761,0,0,0,1
13798,0,0,0,1
85090,0,0,0,1
41870,0,0,0,1
48743,0,0,0,1
61251,0,0,0,1
98583,0,0,0,1
62428,0,0,0,1
11053,0,0,1,0
128813,0,0,0,1
55000,0,0,0,1
90223,0,0,0,1
107709,0,0,0,1
113738,0,0,0,1
110790,0,0,0,1
102685,0,0,0,1
77854,0,0,0,1
59825,0,0,0,1
124167,0,0,0,1
11983,1,0,0,0
64621,0,0,0,1
100597,0,0,0,1
125259,0,0,0,1
2053,0,0,0,1
4249,0,0,0,1
122541,0,1,0,0
51110,0,0,0,1
113480,0,0,0,1
111856,0,0,0,1
114913,0,0,0,1
128062,0,1,0,0
118485,0,0,0,1
56884,0,0,0,1
129049,1,0,0,0
37468,0,0,0,1
99570,0,0,0,1
17724,0,0,0,1
52429,0,0,0,1
62494,1,0,0,0
26196,0,0,0,1
11149,0,0,0,1
54460,0,0,0,1
116110,0,0,0,1
61639,0,0,0,1
84663,0,0,0,1
10312,0,0,0,1
126183,0,0,0,1
116198,0,0,0,1
73946,0,1,0,0
21532,0,0,0,1
92506,0,0,0,1
111700,0,0,0,1
108072,1,0,0,0
116603,0,0,0,1
842,0,0,0,1
99363,0,0,0,1
37817,0,0,0,1
79126,0,0,0,1
58672,0,0,0,1
134782,0,0,0,1
47014,0,0,0,1
38682,0,0,0,1
69687,0,0,0,1
32816,0,0,0,1
109852,0,0,0,1
25039,0,0,0,1
7182,0,0,0,1
26898,0,0,0,1
7134,0,0,0,1
67033,0,0,0,1
81363,0,0,0,1
76557,0,0,0,1
846,1,0,0,0
125568,0,0,0,1
69459,0,0,0,1
85894,0,0,0,1
59647,0,0,0,1
120973,0,0,0,1
13501,0,0,0,1
777,1,0,0,0
10097,0,0,0,1
25839,0,0,0,1
36336,0,0,0,1
14233,0,0,1,0
131306,0,0,0,1
117241,0,0,0,1
91493,0,0,0,1
52745,0,0,0,1
4327,0,0,0,1
57845,0,0,1,0
64403,0,0,0,1
88368,0,0,0,1
120788,0,0,0,1
39037,0,0,0,1
14659,0,0,0,1
60152,0,0,0,1
97018,0,0,0,1
129634,0,0,0,1
71573,0,0,0,1
8990,0,0,0,1
75704,0,0,0,1
63335,0,0,0,1
114866,0,1,0,0
71359,0,0,0,1
38802,0,0,0,1
4846,0,0,0,1
47551,0,0,0,1
34441,0,0,0,1
81586,0,0,0,1
70932,0,0,0,1
32584,0,1,0,0
12674,0,0,0,1
114788,0,0,0,1
50043,0,0,0,1
114321,0,0,0,1
75796,0,0,0,1
96503,0,0,0,1
100670,0,0,0,1
71400,0,0,0,1
45085,0,0,0,1
69878,0,0,0,1
133084,0,0,0,1
22980,0,0,0,1
4156,0,0,0,1
67388,0,0,0,1
66399,0,0,0,1
77048,0,0,0,1
52602,0,1,0,0
104209,0,0,0,1
119591,0,0,0,1
10277,0,0,0,1
26311,0,0,0,1
128939,1,0,0,0
18402,0,0,0,1
91447,0,0,0,1
25269,0,0,1,0
34410,0,0,0,1
8363,0,0,0,1
5839,0,0,0,1
79602,0,0,0,1
37325,0,0,0,1
114828,0,0,0,1
112714,0,0,0,1
98408,0,0,0,1
59600,0,0,0,1
118687,0,0,0,1
101841,0,0,0,1
93218,0,0,0,1
38826,1,0,0,0
44581,0,0,0,1
25905,0,0,0,1
26172,0,0,0,1
23371,0,0,1,0
120458,0,0,0,1
133623,0,0,0,1
98540,0,0,1,0
119174,0,0,0,1
134568,0,0,0,1
98130,1,0,0,0
19323,0,0,0,1
92957,0,0,0,1
51886,0,0,0,1
133389,0,1,0,0
10785,0,0,0,1
80186,0,1,0,0
111309,0,0,0,1
19664,0,0,0,1
87035,0,0,0,1
83081,0,0,0,1
111712,0,0,0,1
24970,0,0,0,1
62447,0,0,0,1
107726,0,0,0,1
13551,0,0,0,1
25734,0,0,0,1
71478,0,0,0,1
122188,0,0,1,0
28999,0,0,0,1
109535,0,0,0,1
14325,0,0,0,1
102879,0,0,0,1
124885,0,0,0,1
54225,0,0,0,1
79115,0,0,0,1
61502,0,0,0,1
88203,0,0,0,1
104556,0,1,0,0
90007,0,0,0,1
45500,0,0,0,1
71359,0,0,0,1
10033,0,0,0,1
37376,0,0,0,1
33367,0,0,0,1
63823,0,0,0,1
72867,0,0,0,1
1531,0,1,0,0
72417,0,0,0,1
56393,0,0,0,1
133670,0,0,0,1
9822,0,0,0,1
89134,0,0,0,1
88395,0,0,0,1
19185,0,0,0,1
61482,0,0,0,1
88730,0,0,0,1
97840,0,0,0,1
135391,0,0,0,1
77313,0,0,1,0
105356,0,0,0,1
40644,0,0,0,1
43840,0,0,0,1
13421,0,0,0,1
54134,0,0,0,1
82576,0,0,0,1
76886,0,0,0,1
128047,1,0,0,0
107453,0,0,0,1
112904,0,0,0,1
2994,0,0,0,1
68782,0,0,0,1
105033,0,0,0,1
12830,0,0,0,1
15655,0,0,0,1
132572,0,0,0,1
26217,0,0,0,1
50537,0,0,0,1
29645,0,0,0,1
102297,0,0,0,1
132361,0,0,0,1
9025,0,1,0,0
14331,0,0,0,1
129321,0,0,0,1
110500,0,0,0,1
121681,0,0,0,1
132158,0,0,0,1
68296,0,0,0,1
56161,0,0,0,1
119449,0,0,0,1
34572,0,0,0,1
20030,0,0,0,1
98674,0,0,0,1
105579,0,0,0,1
97017,0,0,1,0
92619,0,0,0,1
90129,0,0,0,1
102931,0,0,0,1
39718,0,0,0,1
13763,0,1,0,0
93907,0,0,0,1
86025,0,0,0,1
33691,0,0,0,1
96718,0,0,0,1
104734,1,0,0,0
71820,0,0,1,0
86721,0,0,0,1
85793,0,0,0,1
89733,1,0,0,0
39900,0,0,0,1
18085,0,0,0,1
82208,0,0,0,1
50982,0,0,0,1
1961,0,0,0,1
81726,0,0,0,1
40020,1,0,0,0
24063,0,0,0,1
105131,0,0,0,1
82685,0,0,0,1
56908,1,0,0,0
63314,0,0,0,1
18939,0,0,0,1
63150,0,0,0,1
114168,0,0,0,1
77769,1,0,0,0
93679,0,0,0,1
28371,0,0,0,1
86424,0,0,0,1
25691,0,0,0,1
35730,0,0,0,1
8066,0,1,0,0
120562,0,0,1,0
133104,0,0,0,1
62280,0,0,0,1
113629,0,0,0,1
76151,0,0,0,1
30294,0,0,0,1
18657,0,0,0,1
99849,0,0,0,1
21839,0,0,0,1
86485,0,0,1,0
96013,0,0,0,1
65239,1,0,0,0
68394,0,0,1,0
115754,0,0,0,1
22295,0,0,0,1
750,0,0,0,1
98747,0,0,1,0
35691,1,0,0,0
50207,0,0,0,1
51361,0,0,0,1
111702,0,0,0,1
54866,0,0,0,1
34972,0,0,0,1
97281,0,0,0,1
55047,0,0,0,1
54511,1,0,0,0
18978,0,0,0,1
97658,0,0,0,1
50449,0,0,0,1
61237,0,0,1,0
105588,0,0,0,1
10476,0,0,0,1
125404,1,0,0,0
64884,0,0,0,1
86556,0,0,0,1
41086,0,0,0,1
12283,0,0,0,1
84417,1,0,0,0
53611,0,0,0,1
87833,1,0,0,0
69984,0,0,0,1
28964,0,0,0,1
68281,0,1,0,0
3169,0,0,0,1
77771,0,0,0,1
49338,0,0,0,1
41472,0,0,0,1
117715,0,0,0,1
134073,0,0,1,0
46584,0,0,0,1
132494,0,0,0,1
12432,0,0,0,1
81090,0,0,0,1
8990,0,0,0,1
105388,0,1,0,0
122022,0,0,0,1
77671,0,0,1,0
106536,0,0,0,1
87925,0,0,0,1
46152,0,0,0,1
36950,0,0,0,1
57392,0,0,1,0
3404,0,0,0,1
79936,0,0,0,1
73833,0,0,0,1
56232,0,0,0,1
128737,0,0,0,1
48274,0,0,0,1
77365,0,0,0,1
105104,0,0,0,1
16119,0,0,0,1
111085,0,0,0,1
33257,0,0,0,1
46280,0,0,0,1
89496,0,0,0,1
104167,0,0,0,1
101802,0,0,0,1
9225,1,0,0,0
18370,0,0,0,1
81307,0,0,0,1
63802,0,0,0,1
18266,0,0,1,0
91183,0,0,0,1
3166,0,0,0,1
30460,0,0,0,1
107883,0,0,0,1
123405,0,0,0,1
2198,0,0,0,1
115613,0,0,0,1
64792,0,0,0,1
125511,0,0,0,1
21330,0,0,0,1
19349,0,0,0,1
114216,0,0,0,1
35574,0,0,0,1
61296,0,0,0,1
117722,0,0,0,1
20436,0,0,0,1
24517,0,0,0,1
102917,0,0,0,1
49527,0,0,0,1
68241,0,1,0,0
63199,0,0,0,1
99333,0,0,0,1
76023,0,0,0,1
124176,0,0,0,1
133321,0,0,0,1
117629,0,0,0,1
21895,0,0,0,1
26102,0,0,0,1
101506,0,0,0,1
94900,0,0,0,1
27075,0,0,0,1
91407,0,0,0,1
47285,0,0,0,1
78821,0,0,0,1
40199,0,0,0,1
44040,0,0,0,1
27589,0,0,0,1
32273,0,0,0,1
119888,0,0,0,1
78645,0,0,0,1
102745,0,0,0,1
72035,0,0,0,1
81228,0,0,0,1
126259,0,0,0,1
13439,0,0,0,1
66543,0,1,0,0
43141,0,0,0,1
64262,0,0,0,1
110773,0,0,0,1
22698,1,0,0,0
66950,0,0,1,0
112365,0,0,0,1
131416,0,0,0,1
5271,0,0,0,1
37009,0,1,0,0
91348,0,0,0,1
30104,0,0,0,1
80865,0,0,0,1
9432,0,0,0,1
108995,0,0,0,1
50965,0,0,0,1
109239,0,0,0,1
40477,0,0,0,1
88513,1,0,0,0
74541,0,0,0,1
5478,0,0,1,0
46552,0,0,0,1
88685,0,0,0,1
87597,0,0,0,1
126301,0,0,0,1
84521,0,0,0,1
40776,0,0,0,1
59480,1,0,0,0
89849,0,0,0,1
41442,0,0,0,1
25377,0,0,0,1
49138,0,0,0,1
56100,0,1,0,0
96160,0,0,0,1
113037,0,0,0,1
12948,0,0,0,1
19211,0,0,0,1
79010,0,0,0,1
60892,0,0,0,1
47139,0,0,0,1
112342,0,0,0,1
59452,0,0,0,1
47177,0,0,0,1
54618,0,0,0,1
119762,0,0,0,1
72371,0,1,0,0
69803,0,0,0,1
37225,0,0,0,1
135291,0,0,0,1
125251,0,0,0,1
22010,0,0,0,1
37050,0,0,0,1
61589,0,0,0,1
207,0,0,0,1
60290,0,0,0,1
22371,0,0,0,1
72411,0,0,0,1
50211,1,0,0,0
62623,0,0,0,1
127135,0,0,0,1
61251,0,0,0,1
129632,0,0,0,1
85678,0,0,0,1
120292,0,0,0,1
84680,0,0,0,1
103152,0,0,0,1
1613,0,0,0,1
102017,0,0,0,1
106806,0,0,0,1
31436,0,0,0,1
102445,0,0,0,1
116595,0,0,0,1
20183,0,0,0,1
82876,0,0,0,1
20435,0,0,0,1
90740,0,0,0,1
130604,0,0,0,1
98544,0,0,0,1
131092,0,0,0,1
76697,0,0,0,1
32801,0,0,0,1
22241,0,0,0,1
50805,0,0,0,1
128626,0,0,0,1
86156,0,0,0,1
61243,0,0,0,1
57764,0,0,0,1
22691,0,0,0,1
52652,0,0,0,1
29438,1,0,0,0
18412,0,0,0,1
40305,0,0,0,1
76787,0,0,0,1
80082,0,0,0,1
107040,0,0,0,1
87534,0,0,0,1
84340,0,0,0,1
113096,1,0,0,0
110316,0,0,0,1
76307,0,0,0,1
40029,0,0,0,1
70993,0,0,0,1
5129,0,1,0,0
79790,0,0,0,1
1638,0,0,0,1
61127,0,0,0,1
58668,0,0,0,1
9809,0,0,0,1
128432,0,0,0,1
8240,0,1,0,0
86151,0,0,0,1
39682,0,0,0,1
62581,0,0,0,1
130351,0,0,0,1
63369,1,0,0,0
118215,0,0,1,0
15103,0,0,0,1
54149,0,0,0,1
80048,0,0,0,1
45219,0,0,0,1
74261,0,0,0,1
46923,0,0,0,1
13401,0,0,1,0
5143,0,1,0,0
118251,0,0,0,1
123909,0,0,0,1
104638,0,0,0,1
55905,0,0,0,1
24088,0,0,0,1
9653,0,0,0,1
116497,0,0,0,1
126491,0,0,0,1
48280,0,0,0,1
19278,0,0,0,1
120312,0,0,1,0
38836,0,0,0,1
35836,0,0,0,1
95249,0,0,0,1
110449,0,0,0,1
41013,0,1,0,0
134988,1,0,0,0
33553,1,0,0,0
86647,0,0,0,1
129003,0,0,0,1
112356,0,0,0,1
128123,1,0,0,0
130231,0,0,0,1
93997,0,0,0,1
25215,1,0,0,0
52310,0,0,0,1
90263,0,0,0,1
24073,0,0,0,1
54812,0,1,0,0
17499,0,0,1,0
108606,0,0,0,1
117080,0,0,0,1
130285,0,0,1,0
46039,0,0,0,1
11093,0,0,0,1
56087,0,0,0,1
103877,0,0,0,1
108829,0,0,0,1
16879,0,0,0,1
28709,0,0,0,1
99875,0,0,0,1
87716,0,0,0,1
85930,0,0,0,1
59817,0,0,0,1
70349,0,0,0,1
129248,0,0,0,1
130552,0,0,0,1
77750,0,0,0,1
134811,0,0,0,1
83908,0,1,0,0
29574,0,0,0,1
34390,0,0,1,0
114036,1,0,0,0
112533,0,0,1,0
16054,0,0,0,1
104247,0,0,0,1
9421,1,0,0,0
100457,0,0,0,1
73664,0,0,0,1
43338,0,0,0,1
45434,0,0,1,0
49662,0,0,0,1
26469,0,0,1,0
134197,0,0,0,1
6130,0,0,1,0
36759,0,0,0,1
109264,0,0,0,1
120412,0,0,0,1
13452,0,0,0,1
95474,0,0,0,1
127611,0,0,0,1
74560,0,0,0,1
88954,0,0,0,1
120917,0,0,0,1
127410,0,0,0,1
25530,0,0,0,1
104055,0,0,0,1
111713,0,0,0,1
84834,0,0,0,1
24628,0,0,0,1
118692,0,0,0,1
63034,0,0,0,1
76147,0,0,0,1
38084,0,0,0,1
91998,0,0,0,1
12437,0,0,0,1
105167,0,0,0,1
98793,1,0,0,0
54248,0,0,0,1
40472,0,0,0,1
115960,0,0,0,1
134727,0,0,0,1
39879,0,0,0,1
72389,0,0,0,1
122536,0,0,0,1
36963,0,0,0,1
14281,0,0,0,1
23425,0,0,0,1
10322,0,0,0,1
62780,0,0,0,1
87206,0,0,0,1
27926,1,0,0,0
90730,0,0,0,1
106452,0,0,0,1
25735,0,0,0,1
40280,0,0,0,1
71446,0,0,0,1
78182,0,0,1,0
51696,0,1,0,0
124068,0,0,0,1
80831,0,0,0,1
89849,0,0,0,1
2813,0,0,0,1
3321,0,0,0,1
22247,0,0,0,1
48601,0,1,0,0
78037,0,0,0,1
47937,0,0,0,1
4074,0,0,0,1
67468,0,0,0,1
13382,0,0,0,1
112268,0,0,0,1
86281,0,0,0,1
114249,0,0,0,1
115675,0,0,0,1
68375,0,0,0,1
124040,0,0,0,1
58902,0,0,0,1
3754,0,1,0,0
5547,1,0,0,0
56232,0,0,0,1
38471,0,0,0,1
31097,0,0,0,1
9556,0,0,0,1
133486,0,0,1,0
44046,0,0,0,1
112043,0,1,0,0
125762,0,0,0,1
51457,0,0,0,1
82121,0,0,0,1
49414,0,0,0,1
77847,0,0,0,1
73605,0,0,0,1
92095,0,0,0,1
6877,0,0,0,1
110955,0,0,0,1
40113,0,0,0,1
23988,0,1,0,0
94921,0,0,0,1
117164,0,0,0,1
77442,0,0,0,1
5167,0,0,0,1
68735,0,0,0,1
87581,0,0,0,1
121558,0,0,0,1
1691,0,0,0,1
14323,0,0,0,1
49853,0,0,0,1
34964,0,0,0,1
80726,0,0,0,1
79178,0,0,0,1
41891,0,0,0,1
22566,0,0,0,1
31071,0,0,0,1
128242,0,0,0,1
57049,0,0,0,1
24037,0,0,0,1
67091,0,0,0,1
55313,0,0,0,1
127457,0,0,0,1
101975,0,0,0,1
36196,0,0,0,1
63091,0,0,0,1
112606,0,0,0,1
89128,0,0,0,1
63457,0,1,0,0
68934,0,0,0,1
74785,0,0,0,1
72953,0,0,0,1
30416,0,0,0,1
67960,0,0,0,1
50763,0,0,1,0
114303,0,0,0,1
5700,0,0,0,1
98902,1,0,0,0
110009,0,1,0,0
7852,0,0,1,0
125782,0,0,0,1
120244,0,0,0,1
94790,0,0,0,1
128724,1,0,0,0
91719,0,0,0,1
70893,0,1,0,0
121814,0,0,0,1
4412,0,0,0,1
107591,0,0,0,1
73746,0,0,0,1
130177,0,0,0,1
89408,0,0,0,1
9128,0,0,0,1
12072,0,0,0,1
100131,0,0,0,1
69727,0,0,0,1
102336,0,0,0,1
7503,0,0,0,1
107499,0,0,0,1
49209,0,0,0,1
